dc_identifier,eid,prism_doi,pii,pubmed_id,orcid,link_self_href,link_scopus_href,link_scopus_citedby_href,prism_url,dc_title,first_author_name,prism_publicationname,prism_aggregationtype,prism_issn,prism_isbn,prism_volume,prism_issueidentifier,prism_pagerange,prism_coverdate,publication_year,publication_month,prism_coverdisplaydate,citedby_count,subtype,subtypedescription,first_affiliation_name,openaccess
SCOPUS_ID:85217004147,2-s2.0-85217004147,10.1016/j.jweia.2025.106038,S0167610525000340,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85217004147,Aerodynamic characteristics of windbreak wall–wind barrier transition section along high-speed railways during strong crosswinds,Deng E.,Journal of Wind Engineering and Industrial Aerodynamics,Journal,01676105,nan,258,,,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85217002209,2-s2.0-85217002209,10.1007/s00011-024-01987-1,,39862242,,,,,https://api.elsevier.com/content/abstract/scopus_id/85217002209,Lipopolysaccharide (LPS) induces sclerostin secretion by extracellular vesicle via TLR4/miR-92a-3p/PTEN/NF-κB signalling pathway in murine macrophage,Kwok C.T.K.,Inflammation Research,Journal,10233830,nan,74,1,,2025-12-01,2025,12,,0,ar,Article,,0
SCOPUS_ID:85216988306,2-s2.0-85216988306,10.1002/adsc.202401414,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216988306,Synthesis of Layered Copper-Based 2D-MOFs for Enhanced Catalytic Regioselective Phosphorylation of Alkynes and P−H Bonds,Xu S.,Advanced Synthesis and Catalysis,Journal,16154150,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216975948,2-s2.0-85216975948,10.1037/dev0001879,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216975948,A Life Course Approach to Examine Cumulative Impacts of Parental Migration on Children’s Psychological Well-Being and Education in Southeast Asia,Fu Y.,Developmental Psychology,Journal,00121649,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216969513,2-s2.0-85216969513,10.1097/NCC.0000000000001464,,39854506,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216969513,Needs Assessment to Guide the Development of a Pediatric Survivorship Program to Promote the Physical and Psychological Well-being of Children after Cancer Treatment,Chung O.K.J.,Cancer Nursing,Journal,0162220X,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216965871,2-s2.0-85216965871,10.1177/00405175241311954,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216965871,"Mosquito-repellent textiles: a systematic review of material innovations, application principles and research trends",Tawiah B.,Textile Research Journal,Journal,00405175,nan,,,,2025-01-01,2025,1,,0,re,Review,,0
SCOPUS_ID:85216957302,2-s2.0-85216957302,10.1108/IJDRBE-04-2024-0050,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216957302,Resilience tactics amid the Coronavirus pandemic in the Nigerian construction sector,Ilesanmi O.O.,International Journal of Disaster Resilience in the Built Environment,Journal,17595908,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216956338,2-s2.0-85216956338,10.1037/tra0001863,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216956338,"Mapping the Relationships Among Bullying, Cyberbullying, Child Maltreatment, and Parental Intimate Partner Violence: A Network Analysis",Lin W.,"Psychological Trauma: Theory, Research, Practice, and Policy",Journal,19429681,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216950709,2-s2.0-85216950709,10.1002/cmtd.202400053,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216950709,An Efficient Solid-Phase Synthetic Approach to Prepare TACN-Functionalized Peptides,Yeung Y.H.,Chemistry-Methods,Journal,,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216949514,2-s2.0-85216949514,10.1016/j.gerinurse.2025.01.036,S0197457225000503,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216949514,Pathway linking nutritional status to cognitive function in older adults with chronic diseases: Exploring the mediating role of sleep quality,Xu X.,Geriatric Nursing,Journal,01974572,nan,62,,122-128,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216941975,2-s2.0-85216941975,10.1097/QAI.0000000000003607,,39834006,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216941975,Effect of fertility desire-based service on HIV seroconversion among serodiscordant partners: A 12-year retrospective cohort study,Yu B.,Journal of Acquired Immune Deficiency Syndromes (1999),Journal,15254135,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216937828,2-s2.0-85216937828,10.1049/smc2.12095,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216937828,Networked disobedience to smart city development: The case of Hong Kong,Ting T.Y.,IET Smart Cities,Journal,,nan,7,1,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216934299,2-s2.0-85216934299,10.1016/j.compgeo.2025.107128,S0266352X25000771,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216934299,Numerical investigations into the influence of drainage on the uplift behaviour of plate anchors in clay,Peng M.,Computers and Geotechnics,Journal,0266352X,nan,181,,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:85216931492,2-s2.0-85216931492,10.1016/j.jclepro.2025.144886,S0959652625002367,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216931492,Cold-bonded biochar-cement lightweight aggregates for evaporation-enhanced permeable bricks,Jiang X.,Journal of Cleaner Production,Journal,09596526,nan,493,,,2025-02-15,2025,2,,0,ar,Article,,0
SCOPUS_ID:85216923474,2-s2.0-85216923474,10.1016/j.autcon.2025.106032,S092658052500072X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216923474,Automated recognition of construction worker activities using multimodal decision-level fusion,Gong Y.,Automation in Construction,Journal,09265805,nan,172,,,2025-04-01,2025,4,,0,ar,Article,,1
SCOPUS_ID:85216922894,2-s2.0-85216922894,10.1016/j.apenergy.2025.125419,S0306261925001497,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216922894,Personalized federated learning for household electricity load prediction with imbalanced historical data,Zhu S.,Applied Energy,Journal,03062619,nan,384,,,2025-04-15,2025,4,,0,ar,Article,,1
SCOPUS_ID:85216922386,2-s2.0-85216922386,10.1016/j.compgeo.2025.107129,S0266352X25000783,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216922386,Multiscale mechanical behavior of hydrated expansive soil: Insights from experimental and MD study,Niu W.,Computers and Geotechnics,Journal,0266352X,nan,181,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:85216921213,2-s2.0-85216921213,10.1016/j.tre.2025.103964,S1366554525000055,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216921213,Truthful online bundle double auction mechanisms for a transport market with dynamic demands and supplies,Guo J.,Transportation Research Part E: Logistics and Transportation Review,Journal,13665545,nan,195,,,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216904223,2-s2.0-85216904223,10.1016/j.compgeo.2025.107110,S0266352X2500059X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216904223,A Comprehensive Investigation of Physics-Informed Learning in Forward and Inverse Analysis of Elastic and Elastoplastic Footing,Chen X.X.,Computers and Geotechnics,Journal,0266352X,nan,181,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:85216903155,2-s2.0-85216903155,10.2196/59441,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216903155,Reciprocal Relationship Between Self-Control Belief and Gaming Disorder in Children and Adolescents: Longitudinal Survey Study,Zhu S.,JMIR Serious Games,Journal,,nan,13,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216899725,2-s2.0-85216899725,10.1109/TMM.2025.3535401,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216899725,Heterogeneous Pairwise-Semantic Enhancement Hashing for Large-Scale Cross-Modal Retrieval,Wong W.K.,IEEE Transactions on Multimedia,Journal,15209210,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216896131,2-s2.0-85216896131,10.1016/j.sna.2025.116282,S0924424725000883,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216896131,Transparent ultrasound transducer based on PZN-PT single crystal for ultrasound/photoacousitc image,Zhang J.,Sensors and Actuators A: Physical,Journal,09244247,nan,384,,,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:85216892840,2-s2.0-85216892840,10.1016/j.spc.2025.01.019,S2352550925000193,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216892840,A decision support framework for safe and sustainable by-design practices promoting circularity in waste-to-energy supply chains,Moktadir M.A.,Sustainable Production and Consumption,Journal,,nan,54,,487-501,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216891809,2-s2.0-85216891809,10.1016/j.compind.2025.104257,S0166361525000223,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216891809,Measure2Shape: A novel footwear customisation framework utilising 3D shape estimation from anthropometric measurements with an orthosis case study,Zhu Z.,Computers in Industry,Journal,01663615,nan,167,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:85216886037,2-s2.0-85216886037,10.1016/j.trc.2025.105002,S0968090X25000063,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216886037,Optimizing prediction models by considering different time granularity of features and target: Problem and solution,Yan R.,Transportation Research Part C: Emerging Technologies,Journal,0968090X,nan,172,,,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216883508,2-s2.0-85216883508,10.1016/j.tust.2025.106441,S0886779825000793,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216883508,Seismic fragility assessment of utility tunnel and internal pipeline system,Li J.,Tunnelling and Underground Space Technology,Journal,08867798,nan,158,,,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:85216872510,2-s2.0-85216872510,10.1016/j.patrec.2025.01.016,S0167865525000157,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216872510,A cross-feature interaction network for 3D human pose estimation,Peng J.,Pattern Recognition Letters,Journal,01678655,nan,189,,175-181,2025-03-01,2025,3,,0,ar,Article,,1
SCOPUS_ID:85216872309,2-s2.0-85216872309,10.1002/celc.202400648,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216872309,Perovskite Oxides for Electrocatalytic Hydrogen/Oxygen Evolution Reaction,Lu L.,ChemElectroChem,Journal,,nan,12,4,,2025-02-16,2025,2,,0,re,Review,,1
SCOPUS_ID:85216870539,2-s2.0-85216870539,10.1016/j.jcsr.2025.109372,S0143974X25000501,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216870539,"Double-sided stainless-clad bimetallic steel angle section stub columns: Residual stresses, testing, simulation and design",Liu J.Z.,Journal of Constructional Steel Research,Journal,0143974X,nan,227,,,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:85216869762,2-s2.0-85216869762,10.1080/17517575.2025.2462069,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216869762,Unraveling consumer resistance to innovative marketing in web 3.0: empirical findings and large language model insights,Li Y.,Enterprise Information Systems,Journal,17517575,nan,19,1-2,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216868348,2-s2.0-85216868348,10.1016/j.mtelec.2025.100138,S277294942500004X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216868348,Roadmap on metal-halide perovskite semiconductors and devices,Liu A.,Materials Today Electronics,Journal,,nan,11,,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:85216849917,2-s2.0-85216849917,10.1016/j.jpowsour.2025.236363,S0378775325001995,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216849917,Modelling thermal runaway of cylindrical battery under sub-atmospheric pressure,Liu Y.,Journal of Power Sources,Journal,03787753,nan,633,,,2025-03-30,2025,3,,0,ar,Article,,1
SCOPUS_ID:85216841690,2-s2.0-85216841690,10.1109/TGRS.2025.3534276,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216841690,A Coarse-to-Fine Scene Matching Method for High-Resolution Multiview SAR Images,Zeng H.,IEEE Transactions on Geoscience and Remote Sensing,Journal,01962892,nan,63,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216838890,2-s2.0-85216838890,10.1371/journal.pone.0315503,,39888930,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216838890,Protocol for evaluating the effects of integrating music with taekwondo training in children with autism spectrum disorder: A randomized controlled trial,Yu C.C.W.,PLoS ONE,Journal,,nan,20,1 January,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216837433,2-s2.0-85216837433,10.1016/j.jece.2025.115670,S2213343725003653,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216837433,Low-carbon and highly efficient sand solidification based on the combined bio-carbonation of reactive magnesia and enzymatically induced carbonate precipitation,Wang H.,Journal of Environmental Chemical Engineering,Journal,,nan,13,2,,2025-04-01,2025,4,,0,ar,Article,,1
SCOPUS_ID:85216835523,2-s2.0-85216835523,10.3390/jmse13010168,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216835523,Emission Estimation and Spatiotemporal Distribution of Passenger Ships Using Multi-Source Data: A Case from Zhoushan (China),Xu X.,Journal of Marine Science and Engineering,Journal,,nan,13,1,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216833819,2-s2.0-85216833819,10.1016/j.autcon.2025.106022,S0926580525000627,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216833819,Digital twin-based fatigue life assessment of orthotropic steel bridge decks using inspection robot and deep learning,Hu F.,Automation in Construction,Journal,09265805,nan,172,,,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:85216812400,2-s2.0-85216812400,10.1016/j.jcorpfin.2025.102745,S0929119925000136,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216812400,"Political corruption, Dodd–Frank whistleblowing, and debt financing",Du Q.,Journal of Corporate Finance,Journal,09291199,nan,91,,,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:85216804573,2-s2.0-85216804573,10.1016/j.caeai.2025.100366,S2666920X25000062,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216804573,Perceived MOOC satisfaction: A review mining approach using machine learning and fine-tuned BERTs,Chen X.,Computers and Education: Artificial Intelligence,Journal,,nan,8,,,2025-06-01,2025,6,,0,ar,Article,,1
SCOPUS_ID:85216798222,2-s2.0-85216798222,10.1080/10095020.2025.2455005,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216798222,Individual mobility prediction by considering current traveling features and historical activity chain,Zhang X.,Geo-Spatial Information Science,Journal,10095020,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216788309,2-s2.0-85216788309,10.1016/j.healthplace.2025.103422,S1353829225000115,39914091,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216788309,Modeling the spatiotemporal transmission of COVID-19 epidemic by coupling the heterogeneous impact of detection rates: A case study in Hong Kong,He J.,Health and Place,Journal,13538292,nan,92,,,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216783206,2-s2.0-85216783206,10.1080/10941665.2025.2457500,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216783206,VR and AR research in the hospitality and tourism industry: a systematic review utilizing the theory-context-characteristics-methodology (TCCM) framework,Zhang Z.,Asia Pacific Journal of Tourism Research,Journal,10941665,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216781049,2-s2.0-85216781049,10.1016/j.tre.2025.103990,S1366554525000316,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216781049,Should an electric vehicle manufacturer buy its own ship? Investment and pricing strategies under uncertainty,Ding Y.,Transportation Research Part E: Logistics and Transportation Review,Journal,13665545,nan,195,,,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:85216764760,2-s2.0-85216764760,10.12452/j.fxcsxb.241104508,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216764760,Advances in Direct Analysis in Real Time Mass Spectrometry and Its Hyphenation with Sample Pretreatment Techniques,Lin X.W.,Journal of Instrumental Analysis,Journal,10044957,nan,44,1,43-50,2025-01-01,2025,1,,0,re,Review,,0
SCOPUS_ID:85216749366,2-s2.0-85216749366,10.1021/acsmaterialslett.4c02208,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216749366,Molecular Engineering Accelerating Reverse Intersystem Crossing Endowed by Confining Donor to Ensure Low Efficiency Roll-Off OLEDs,Wang F.,ACS Materials Letters,Journal,,nan,,,787-795,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216748334,2-s2.0-85216748334,10.1111/1911-3846.13016,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216748334,Credit information sharing and firm innovation: Evidence from the establishment of public credit registries,Hou F.,Contemporary Accounting Research,Journal,08239150,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216744914,2-s2.0-85216744914,10.1017/S0261444824000478,S0261444824000478,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216744914,The timing of corrective feedback in second language learning,Li S.,Language Teaching,Journal,02614448,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:85216739314,2-s2.0-85216739314,10.53894/ijirss.v8i1.3571,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216739314,Hong Kong higher education students’ perceived adjustments in their community of inquiry presence during political turmoil and the COVID-19 pandemic,Wong S.,International Journal of Innovative Research and Scientific Studies,Journal,,nan,8,1,41-54,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:85216734071,2-s2.0-85216734071,10.1021/acs.analchem.4c03222,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216734071,A High-Throughput Integrated Nontargeted Metabolomics and Lipidomics Workflow Using Microelution Enhanced Matrix Removal-Lipid for Comparative Analysis of Human Maternal and Umbilical Cord Blood Metabolomes,Wu W.,Analytical Chemistry,Journal,00032700,nan,97,5,2629-2638,2025-02-11,2025,2,,0,ar,Article,,1
SCOPUS_ID:85216726788,2-s2.0-85216726788,10.1002/adfm.202425052,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/85216726788,Electrical Impedance Tomography Monitoring of Salt Transportation in Cellulose Hydrogel for Solar-Driven Evaporative Desalination via Laser Defined Wettability,Xu Y.,Advanced Functional Materials,Journal,1616301X,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
