fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
True,https://api.elsevier.com/content/abstract/scopus_id/85206852906,SCOPUS_ID:85206852906,Reliability Engineering and System Safety,2025-01-01,10.1016/j.ress.2024.110591,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206849193,SCOPUS_ID:85206849193,Engineering Structures,2025-01-01,10.1016/j.engstruct.2024.119160,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206820007,SCOPUS_ID:85206820007,Journal of Colloid and Interface Science,2025-02-01,10.1016/j.jcis.2024.10.089,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85206669157,SCOPUS_ID:85206669157,Endocrine,2025-03-01,10.1007/s12020-024-04066-x,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85206668928,SCOPUS_ID:85206668928,Mechanical Systems and Signal Processing,2025-01-01,10.1016/j.ymssp.2024.112052,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206609407,SCOPUS_ID:85206609407,European Journal of Operational Research,2025-03-01,10.1016/j.ejor.2024.10.005,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85206394612,SCOPUS_ID:85206394612,Aggregate,2025-02-01,10.1002/agt2.686,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85206384889,SCOPUS_ID:85206384889,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-72952-2_6,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206383119,SCOPUS_ID:85206383119,Journal of Hospitality Marketing and Management,2025-01-01,10.1080/19368623.2024.2413189,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206306779,SCOPUS_ID:85206306779,Engineering Structures,2025-01-01,10.1016/j.engstruct.2024.119009,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206156831,SCOPUS_ID:85206156831,Water Research,2025-01-01,10.1016/j.watres.2024.122591,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205767986,SCOPUS_ID:85205767986,Nurse Education Today,2025-01-01,10.1016/j.nedt.2024.106448,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205709376,SCOPUS_ID:85205709376,Optics and Laser Technology,2025-02-01,10.1016/j.optlastec.2024.111944,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85205585089,SCOPUS_ID:85205585089,Science Bulletin,2025-01-15,10.1016/j.scib.2024.09.024,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205584000,SCOPUS_ID:85205584000,Applied Acoustics,2025-01-15,10.1016/j.apacoust.2024.110335,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205583179,SCOPUS_ID:85205583179,Journal of Sound and Vibration,2025-02-05,10.1016/j.jsv.2024.118754,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85205536153,SCOPUS_ID:85205536153,Health Education and Behavior,2025-02-01,10.1177/10901981241278587,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85205534308,SCOPUS_ID:85205534308,Tourism Management,2025-04-01,10.1016/j.tourman.2024.105064,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85205512411,SCOPUS_ID:85205512411,Materials Science in Semiconductor Processing,2025-01-01,10.1016/j.mssp.2024.108991,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205442882,SCOPUS_ID:85205442882,European Journal of Operational Research,2025-02-16,10.1016/j.ejor.2024.09.040,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85205382092,SCOPUS_ID:85205382092,Neurorehabilitation and Neural Repair,2025-01-01,10.1177/15459683241283412,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205362504,SCOPUS_ID:85205362504,Computers in Human Behavior,2025-01-01,10.1016/j.chb.2024.108457,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205259943,SCOPUS_ID:85205259943,Sensors and Actuators B: Chemical,2025-01-01,10.1016/j.snb.2024.136673,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85205233348,SCOPUS_ID:85205233348,Separation and Purification Technology,2025-04-01,10.1016/j.seppur.2024.129869,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85204911731,SCOPUS_ID:85204911731,Environmental Impact Assessment Review,2025-01-01,10.1016/j.eiar.2024.107678,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204525054,SCOPUS_ID:85204525054,Omega (United Kingdom),2025-02-01,10.1016/j.omega.2024.103195,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85204241540,SCOPUS_ID:85204241540,IEEE Transactions on Transportation Electrification,2025-01-01,10.1109/TTE.2024.3458969,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204212244,SCOPUS_ID:85204212244,Neurological Sciences,2025-01-01,10.1007/s10072-024-07768-2,1,re,Review,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204190782,SCOPUS_ID:85204190782,IEEE Transactions on Smart Grid,2025-01-01,10.1109/TSG.2024.3458918,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204098525,SCOPUS_ID:85204098525,Reading Research Quarterly,2025-01-01,10.1002/rrq.578,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203865414,SCOPUS_ID:85203865414,Applied Energy,2025-01-01,10.1016/j.apenergy.2024.124120,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203631110,SCOPUS_ID:85203631110,Information Fusion,2025-02-01,10.1016/j.inffus.2024.102671,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85203491864,SCOPUS_ID:85203491864,Computers and Operations Research,2025-01-01,10.1016/j.cor.2024.106829,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203438492,SCOPUS_ID:85203438492,Applied Energy,2025-01-01,10.1016/j.apenergy.2024.124393,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203431169,SCOPUS_ID:85203431169,Applied Energy,2025-01-01,10.1016/j.apenergy.2024.124347,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85202980738,SCOPUS_ID:85202980738,Molecular Psychiatry,2025-03-01,10.1038/s41380-024-02723-1,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85202795900,SCOPUS_ID:85202795900,Mathematical Finance,2025-01-01,10.1111/mafi.12445,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85202750638,SCOPUS_ID:85202750638,IEEE Transactions on Power Systems,2025-01-01,10.1109/TPWRS.2024.3450909,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85202705319,SCOPUS_ID:85202705319,IEEE Transactions on Aerospace and Electronic Systems,2025-01-01,10.1109/TAES.2024.3448405,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85202582158,SCOPUS_ID:85202582158,Optics and Laser Technology,2025-02-01,10.1016/j.optlastec.2024.111732,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85202191395,SCOPUS_ID:85202191395,European Radiology,2025-03-01,10.1007/s00330-024-10948-5,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85201871287,SCOPUS_ID:85201871287,Mechanical Systems and Signal Processing,2025-01-15,10.1016/j.ymssp.2024.111865,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85201763910,SCOPUS_ID:85201763910,IEEE Transactions on Transportation Electrification,2025-01-01,10.1109/TTE.2024.3429186,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85201287617,SCOPUS_ID:85201287617,Scandinavian Journal of Psychology,2025-02-01,10.1111/sjop.13063,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85201121659,SCOPUS_ID:85201121659,Human Affairs,2025-01-01,10.1515/humaff-2024-0059,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85201062869,SCOPUS_ID:85201062869,International Journal of Applied Linguistics (United Kingdom),2025-02-01,10.1111/ijal.12597,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85200961794,SCOPUS_ID:85200961794,Journal of Applied Gerontology,2025-03-01,10.1177/07334648241272027,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85200872972,SCOPUS_ID:85200872972,Education and Information Technologies,2025-02-01,10.1007/s10639-024-12934-2,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85199166455,SCOPUS_ID:85199166455,Separation and Purification Technology,2025-02-19,10.1016/j.seppur.2024.128874,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85198325776,SCOPUS_ID:85198325776,"Attention, Perception, and Psychophysics",2025-01-01,10.3758/s13414-024-02894-7,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85197942301,SCOPUS_ID:85197942301,Small Methods,2025-01-20,10.1002/smtd.202400323,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85197521918,SCOPUS_ID:85197521918,IEEE Transactions on Smart Grid,2025-01-01,10.1109/TSG.2024.3413755,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85197489861,SCOPUS_ID:85197489861,IEEE Transactions on Green Communications and Networking,2025-01-01,10.1109/TGCN.2024.3422992,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85196622254,SCOPUS_ID:85196622254,Environment and Planning B: Urban Analytics and City Science,2025-02-01,10.1177/23998083241261750,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85195643844,SCOPUS_ID:85195643844,Discourse and Society,2025-01-01,10.1177/09579265241257628,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85195603893,SCOPUS_ID:85195603893,Road Materials and Pavement Design,2025-01-01,10.1080/14680629.2024.2364187,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85195417051,SCOPUS_ID:85195417051,Visual Computer,2025-01-01,10.1007/s00371-024-03384-5,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85195306358,SCOPUS_ID:85195306358,Journal of Rock Mechanics and Geotechnical Engineering,2025-03-01,10.1016/j.jrmge.2024.05.006,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85195254746,SCOPUS_ID:85195254746,Journal of Urban Design,2025-01-01,10.1080/13574809.2024.2357803,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85194885529,SCOPUS_ID:85194885529,IEEE Transactions on Power Systems,2025-01-01,10.1109/TPWRS.2024.3406674,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85194864016,SCOPUS_ID:85194864016,IEEE Transactions on Transportation Electrification,2025-01-01,10.1109/TTE.2024.3407196,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85194401852,SCOPUS_ID:85194401852,Journal of the American Statistical Association,2025-01-01,10.1080/01621459.2024.2344687,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85193997637,SCOPUS_ID:85193997637,Journal of Hospitality and Tourism Insights,2025-01-02,10.1108/JHTI-11-2023-0845,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85193977536,SCOPUS_ID:85193977536,International Journal of Human-Computer Interaction,2025-01-01,10.1080/10447318.2024.2356394,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85193798673,SCOPUS_ID:85193798673,Topics in Stroke Rehabilitation,2025-01-01,10.1080/10749357.2024.2356419,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85192354910,SCOPUS_ID:85192354910,Disability and Rehabilitation,2025-01-01,10.1080/09638288.2024.2344652,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85192168237,SCOPUS_ID:85192168237,IEEE Transactions on Smart Grid,2025-01-01,10.1109/TSG.2024.3396462,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85191336902,SCOPUS_ID:85191336902,Journal of Hospitality and Tourism Research,2025-05-01,10.1177/10963480241245929,1,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/85191295997,SCOPUS_ID:85191295997,IEEE Transactions on Transportation Electrification,2025-01-01,10.1109/TTE.2024.3389713,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85190608081,SCOPUS_ID:85190608081,Visual Computer,2025-01-01,10.1007/s00371-024-03357-8,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85189322032,SCOPUS_ID:85189322032,IEEE Transactions on Automation Science and Engineering,2025-01-01,10.1109/TASE.2024.3378915,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85187369864,SCOPUS_ID:85187369864,IEEE Transactions on Automation Science and Engineering,2025-01-01,10.1109/TASE.2024.3372713,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85186239057,SCOPUS_ID:85186239057,Journal of China Tourism Research,2025-01-01,10.1080/19388160.2024.2312974,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85186200549,SCOPUS_ID:85186200549,Kybernetes,2025-04-11,10.1108/K-06-2023-1126,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85181875010,SCOPUS_ID:85181875010,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",2025-01-01,10.1080/15472450.2023.2301707,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85181506299,SCOPUS_ID:85181506299,International Journal of Human-Computer Interaction,2025-01-01,10.1080/10447318.2023.2295695,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85180731087,SCOPUS_ID:85180731087,"Engineering, Construction and Architectural Management",2025-03-28,10.1108/ECAM-06-2023-0613,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85178176180,SCOPUS_ID:85178176180,Journal of Intergenerational Relationships,2025-01-01,10.1080/15350770.2023.2287229,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85177423398,SCOPUS_ID:85177423398,Applied Neuropsychology: Child,2025-01-01,10.1080/21622965.2023.2283718,1,re,Review,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85177063491,SCOPUS_ID:85177063491,IEEE Transactions on Automation Science and Engineering,2025-01-01,10.1109/TASE.2023.3327958,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85175446364,SCOPUS_ID:85175446364,Journal of Palliative Care,2025-04-01,10.1177/08258597231210138,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85174639325,SCOPUS_ID:85174639325,Research Journal of Textile and Apparel,2025-04-16,10.1108/RJTA-07-2023-0071,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85173461739,SCOPUS_ID:85173461739,"Engineering, Construction and Architectural Management",2025-02-04,10.1108/ECAM-03-2023-0276,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85165514126,SCOPUS_ID:85165514126,Transportmetrica A: Transport Science,2025-01-01,10.1080/23249935.2023.2236719,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85165289514,SCOPUS_ID:85165289514,Journal of Asian and African Studies,2025-03-01,10.1177/00219096231184407,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85165253432,SCOPUS_ID:85165253432,Journal of Vacation Marketing,2025-01-01,10.1177/13567667231188074,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85163742107,SCOPUS_ID:85163742107,"Engineering, Construction and Architectural Management",2025-01-02,10.1108/ECAM-01-2023-0029,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85163130926,SCOPUS_ID:85163130926,Journal of Asian Public Policy,2025-01-01,10.1080/17516234.2023.2221977,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85162970979,SCOPUS_ID:85162970979,Journal of Hospitality and Tourism Research,2025-01-01,10.1177/10963480231175516,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85159037421,SCOPUS_ID:85159037421,Journal of Hospitality and Tourism Research,2025-01-01,10.1177/10963480231168610,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85153484747,SCOPUS_ID:85153484747,Construction Innovation,2025-02-11,10.1108/CI-01-2023-0005,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/105002675847,SCOPUS_ID:105002675847,Journal of Service Research,2025-05-01,10.1177/10946705241230851,1,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/105002648592,SCOPUS_ID:105002648592,Journal of the American Statistical Association,2025-01-01,10.1080/01621459.2024.2344687,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/105002637591,SCOPUS_ID:105002637591,Energy and Environmental Materials,2025-05-01,10.1002/eem2.12861,1,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/105002611736,SCOPUS_ID:105002611736,Hospitality and Society,2025-03-01,10.1386/hosp_00093_1,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105002588889,SCOPUS_ID:105002588889,IEEE Transactions on Intelligent Transportation Systems,2025-01-01,10.1109/TITS.2025.3556380,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/105002586982,SCOPUS_ID:105002586982,RELC Journal,2025-04-01,10.1177/00336882241298481,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/105002567472,SCOPUS_ID:105002567472,IEEE Transactions on Industrial Electronics,2025-01-01,10.1109/TIE.2024.3482013,1,ar,Article,2025,1
